depart,id,route,type
2047,veh2412,route65505,Car1
2047,veh2460,route67687,Car3
2047,veh2575,route85859,Car1
2047,veh2792,route103874,Car3
2047,veh2813,route105191,Car1
2047,veh2947,route112753,Car2
2047,veh3346,route137424,Car1
2047,veh3539,route183005,Car1
2047,veh3909,route201395,Car1
2050,veh2948,route113073,Car3
2052,veh2949,route112721,Car1
2052,veh13968,route113095,Bus
2054,veh2682,route99740,Car2
2054,veh2950,route111443,Car1
2054,veh3871,route199635,Car1
2055,veh2951,route112287,Car2
2055,veh3270,route125779,Car2
2055,veh3486,route172102,Car1
2055,veh3760,route191462,Car1
2055,veh3807,route192464,Car1
2055,veh13970,route29646,Bus
2056,veh2952,route113105,Car2
2057,veh13969,route54179,Bus
2058,veh2953,route112218,Car2
2060,veh2954,route112021,Car2
2062,veh2024,route35035,Car2
2062,veh2099,route43311,Car2
2062,veh2245,route57404,Car2
2062,veh2526,route76201,Car2
2062,veh2624,route96709,Car1
2062,veh2814,route106520,Car3
2062,veh2955,route112240,Car1
2062,veh3638,route187850,Car2
2062,veh3808,route192821,Car2
2062,veh3840,route194758,Car1
2062,veh3910,route202241,Car1
2064,veh2956,route112132,Car2
2066,veh2957,route109819,Car1
2066,veh13964,route97259,Bus
2068,veh2958,route109958,Car2
2069,veh2959,route109813,Car2
2069,veh3271,route131714,Car2
2069,veh3487,route174803,Car2
2069,veh3761,route191937,Car2
2069,veh3809,route193680,Car2
2070,veh2960,route112867,Car1
2070,veh3639,route188194,Car2
2071,veh13961,route89083,Bus
2072,veh2961,route112246,Car2
2072,veh13967,route96154,Bus
2072,veh13971,route74664,Bus
2075,veh2962,route110173,Car2
2077,veh2025,route31889,Car2
2077,veh2168,route53359,Car2
2077,veh2288,route59365,Car1
2077,veh2342,route62599,Car2
2077,veh2413,route65297,Car2
2077,veh2625,route96422,Car1
2077,veh2963,route109977,Car1
2077,veh3272,route121819,Car2
2077,veh3414,route154055,Car2
2077,veh3459,route164906,Car3
2077,veh3911,route202514,Car1
2080,veh2964,route110549,Car2
2082,veh2965,route111265,Car2
2084,veh2966,route112746,Car1
2084,veh3640,route187652,Car3
2085,veh2026,route29530,Car1
2085,veh2741,route101457,Car1
2085,veh2967,route110705,Car2
2085,veh3721,route189608,Car2
2087,veh2968,route109892,Car1
2090,veh2969,route111059,Car1
2091,veh13962,route79545,Bus
2092,veh2100,route42164,Car2
2092,veh2169,route50901,Car3
2092,veh2195,route54669,Car2
2092,veh2246,route57351,Car2
2092,veh2343,route63142,Car1
2092,veh2487,route73668,Car2
2092,veh2527,route77547,Car1
2092,veh2742,route101420,Car2
2092,veh2815,route104751,Car2
2092,veh2970,route112551,Car1
2092,veh3415,route152653,Car2
2092,veh3641,route188861,Car1
2092,veh3872,route199519,Car2
2092,veh13965,route108933,Bus
2095,veh2971,route112368,Car3
2097,veh2972,route110924,Car1
2099,veh2027,route29313,Car2
2099,veh2743,route101436,Car1
2099,veh2973,route112222,Car2
2099,veh3722,route189935,Car2
2100,veh2289,route59486,Car1
2100,veh2974,route109429,Car1
2100,veh3762,route191565,Car1
2102,veh2975,route112555,Car2
2102,veh13980,route204112,Bus
2104,veh13975,route102000,Bus
2105,veh2976,route110811,Car1
2107,veh2028,route37997,Car2
2107,veh2130,route45133,Car2
2107,veh2247,route57922,Car2
2107,veh2312,route61226,Car1
2107,veh2344,route62931,Car2
2107,veh2977,route112323,Car3
2107,veh3347,route141483,Car2
2107,veh3519,route177819,Car1
2107,veh3594,route186847,Car2
2107,veh3642,route188918,Car3
2107,veh3723,route190014,Car2
2107,veh3763,route192399,Car3
2107,veh3810,route192634,Car2
2110,veh2978,route110502,Car1
2112,veh2979,route110911,Car1
2114,veh2290,route59650,Car2
2114,veh2980,route110780,Car3
2114,veh3764,route191941,Car2
2115,veh2683,route97509,Car2
2115,veh2744,route101424,Car2
2115,veh2981,route110282,Car2
2115,veh3273,route128607,Car1
2122,veh2196,route55190,Car2
2122,veh2816,route108210,Car2
2122,veh2982,route110152,Car2
2122,veh3348,route133483,Car2
2122,veh3416,route159841,Car2
2122,veh3488,route173515,Car1
2122,veh3563,route184068,Car3
2122,veh3643,route188596,Car1
2122,veh3811,route193839,Car1
2122,veh13974,route105453,Bus
2124,veh13976,route102185,Bus
2129,veh2684,route101094,Car2
2129,veh2745,route101919,Car2
2129,veh2983,route111550,Car2
2129,veh3274,route125653,Car1
2130,veh1948,route551,Car1
2130,veh2101,route38809,Car2
2130,veh2414,route67013,Car2
2130,veh2685,route99672,Car2
2130,veh2817,route106249,Car1
2130,veh2984,route109324,Car1
2130,veh3349,route145411,Car3
2130,veh13973,route103257,Bus
2133,veh2985,route109245,Car3
2136,veh2986,route109252,Car2
2137,veh1977,route27968,Car2
2137,veh2131,route45910,Car1
2137,veh2248,route56187,Car2
2137,veh2461,route69433,Car2
2137,veh2528,route78275,Car2
2137,veh2576,route94590,Car2
2137,veh2626,route96808,Car1
2137,veh2746,route102040,Car2
2137,veh3275,route129542,Car2
2137,veh3765,route191908,Car1
2137,veh3912,route202858,Car1
2139,veh2987,route112972,Car1
2142,veh2988,route109712,Car2
2144,veh1949,route5851,Car2
2144,veh2102,route45010,Car2
2144,veh2415,route67635,Car3
2144,veh2686,route98582,Car2
2144,veh2818,route105111,Car2
2144,veh2989,route109725,Car2
2144,veh3350,route134222,Car1
2145,veh2529,route78077,Car1
2145,veh2747,route101982,Car2
2145,veh2990,route112209,Car1
2145,veh3417,route150915,Car3
2145,veh13979,route149011,Bus
2146,veh13972,route97276,Bus
2147,veh13978,route183687,Bus
2150,veh2991,route112860,Car1
2152,veh2029,route31806,Car2
2152,veh2132,route45365,Car1
2152,veh2345,route62188,Car1
2152,veh2379,route63612,Car2
2152,veh2462,route69026,Car3
2152,veh2577,route81849,Car2
2152,veh2627,route96273,Car1
2152,veh2687,route98540,Car2
2152,veh3351,route145942,Car2
2152,veh3489,route175247,Car2
2152,veh3595,route186361,Car2
2154,veh13977,route102137,Bus
2155,veh2992,route110625,Car2
2159,veh2530,route75957,Car1
2159,veh2748,route101728,Car2
2159,veh2993,route110811,Car2
2159,veh3418,route150859,Car2
2160,veh2346,route61734,Car1
2160,veh2628,route96089,Car2
2160,veh2994,route112857,Car3
2160,veh3352,route140720,Car2
2162,veh13984,route96063,Bus
2163,veh2995,route110483,Car1
2167,veh1950,route2292,Car1
2167,veh2030,route32071,Car2
2167,veh2103,route44050,Car1
2167,veh2133,route46854,Car2
2167,veh2463,route68980,Car2
2167,veh2531,route77959,Car2
2167,veh2688,route100035,Car1
2167,veh2793,route103006,Car2
2167,veh2996,route112897,Car2
2167,veh3419,route149786,Car2
2167,veh3490,route170297,Car2
2167,veh3644,route188506,Car2
2167,veh3766,route191093,Car1
2167,veh3841,route196102,Car2
2167,veh3873,route199605,Car2
2171,veh2997,route111934,Car1
2171,veh13981,route80767,Bus
2174,veh2347,route62645,Car1
2174,veh2629,route96874,Car1
2174,veh2998,route111506,Car2
2174,veh3353,route136743,Car2
2175,veh2031,route34897,Car1
2175,veh2197,route55585,Car2
2175,veh2249,route57256,Car2
2175,veh2578,route94668,Car1
2175,veh2630,route96645,Car2
2175,veh2689,route98323,Car3
2175,veh2999,route110425,Car2
2175,veh3276,route128866,Car1
2175,veh3645,route188417,Car2
2175,veh13987,route29646,Bus
2177,veh13986,route54179,Bus
2182,veh1951,route2718,Car2
2182,veh2416,route67224,Car2
2182,veh2488,route72677,Car1
2182,veh2749,route101857,Car3
2182,veh3000,route109320,Car2
2182,veh3491,route172486,Car2
2182,veh3724,route189754,Car2
2182,veh3767,route192195,Car2
2182,veh3874,route199191,Car2
2189,veh2032,route35376,Car2
2189,veh2198,route54600,Car2
2189,veh2250,route57680,Car1
2189,veh2579,route89031,Car2
2189,veh2631,route96863,Car2
2189,veh2690,route97402,Car2
2189,veh3001,route111282,Car2
2189,veh3277,route119864,Car1
2189,veh3646,route188644,Car2
2190,veh2532,route75562,Car1
2190,veh2819,route108545,Car2
2190,veh3002,route111779,Car2
2190,veh3354,route139874,Car1
2191,veh13982,route89083,Bus
2192,veh13985,route96154,Bus
2192,veh13988,route74664,Bus
2195,veh3003,route109621,Car2
2197,veh1952,route6753,Car1
2197,veh2134,route45900,Car2
2197,veh2417,route66393,Car2
2197,veh2489,route73960,Car2
2197,veh2691,route97648,Car1
2197,veh3420,route160001,Car1
2197,veh3596,route186376,Car2
2197,veh3647,route188008,Car1
2197,veh3842,route196779,Car1
2197,veh3913,route201961,Car2
2200,veh3004,route112108,Car2
2204,veh2533,route79032,Car2
2204,veh2820,route108107,Car2
2204,veh3005,route113087,Car2
2204,veh3355,route141094,Car1
2205,veh2380,route64031,Car2
2205,veh2534,route76023,Car1
2205,veh2632,route96605,Car3
2205,veh3006,route111718,Car2
2211,veh13983,route79545,Bus
2212,veh2313,route60286,Car1
2212,veh2580,route92719,Car1
2212,veh3007,route110340,Car2
2212,veh3278,route119125,Car1
2212,veh3356,route148013,Car2
2212,veh3421,route154448,Car2
2212,veh3648,route188849,Car1
2212,veh3768,route191584,Car2
2219,veh2381,route64074,Car3
2219,veh2535,route79193,Car2
2219,veh2633,route97043,Car1
2219,veh3008,route109278,Car2
2220,veh2251,route58112,Car2
2220,veh2418,route65228,Car2
2220,veh3009,route109135,Car2
2220,veh3649,route189048,Car1
2220,veh3725,route190058,Car2
2222,veh13996,route204112,Bus
2223,veh3010,route110011,Car1
2224,veh13991,route102000,Bus
2226,veh3011,route112889,Car1
2227,veh1978,route25236,Car2
2227,veh2033,route34872,Car2
2227,veh2104,route42895,Car2
2227,veh2314,route60987,Car3
2227,veh2348,route62144,Car2
2227,veh2821,route105480,Car1
2227,veh3357,route134529,Car1
2227,veh3564,route185386,Car1
2227,veh3812,route193496,Car3
2227,veh3914,route202053,Car1
2229,veh3012,route111596,Car2
2232,veh3013,route112379,Car3
2234,veh2252,route57170,Car1
2234,veh2419,route67301,Car1
2234,veh3014,route110435,Car2
2234,veh3650,route188797,Car2
2234,veh3726,route189791,Car2
2235,veh2692,route100933,Car2
2235,veh3015,route112962,Car1
2235,veh3422,route158710,Car2
2235,veh3651,route189056,Car2
2236,veh3016,route112181,Car2
2238,veh3017,route112452,Car3
2240,veh3018,route113010,Car2
2242,veh2105,route43919,Car2
2242,veh2135,route48329,Car2
2242,veh2199,route54653,Car1
2242,veh2315,route60632,Car2
2242,veh2382,route64726,Car2
2242,veh2420,route65666,Car2
2242,veh2794,route103716,Car1
2242,veh3019,route112068,Car2
2242,veh3358,route138651,Car2
2242,veh3423,route151976,Car2
2242,veh3460,route166277,Car1
2242,veh3597,route186942,Car2
2242,veh3652,route187862,Car2
2242,veh3727,route189349,Car2
2242,veh13990,route105453,Bus
2244,veh3020,route112803,Car2
2244,veh13992,route102185,Bus
2246,veh3021,route111503,Car2
2248,veh3022,route110868,Car2
2249,veh2693,route99206,Car1
2249,veh3023,route111608,Car2
2249,veh3424,route155230,Car1
2249,veh3653,route188102,Car2
2250,veh2536,route76798,Car2
2250,veh3024,route111657,Car2
2250,veh13989,route103257,Bus
2253,veh3025,route111850,Car2
2257,veh1979,route20203,Car1
2257,veh2136,route47384,Car1
2257,veh2170,route50595,Car2
2257,veh2253,route56434,Car2
2257,veh2490,route74235,Car3
2257,veh2634,route96104,Car2
2257,veh2694,route99241,Car2
2257,veh2750,route102041,Car2
2257,veh3026,route111001,Car2
2257,veh3425,route157825,Car1
2257,veh3520,route178134,Car2
2257,veh3654,route189092,Car2
2257,veh3769,route191022,Car1
2257,veh3915,route203413,Car1
2261,veh3027,route113060,Car2
2264,veh2537,route75608,Car1
2264,veh3028,route112920,Car1
2265,veh2822,route106466,Car2
2265,veh3279,route120430,Car1
2265,veh13995,route149011,Bus
2267,veh13994,route183687,Bus
2272,veh1953,route13479,Car1
2272,veh2034,route35854,Car1
2272,veh2538,route75492,Car2
2272,veh2635,route96050,Car2
2272,veh2751,route101386,Car1
2272,veh3029,route109673,Car1
2272,veh3565,route183432,Car2
2272,veh3655,route188305,Car1
2272,veh3728,route189610,Car1
2272,veh3770,route191145,Car2
2272,veh3843,route196817,Car2
2274,veh13993,route102137,Bus
2279,veh2823,route105097,Car1
2279,veh3280,route129717,Car1
2280,veh2035,route31853,Car2
2280,veh2539,route75707,Car1
2280,veh3030,route111676,Car2
2280,veh3281,route113131,Car3
2280,veh3844,route196501,Car2
2282,veh14002,route96063,Bus
2283,veh3031,route111673,Car1
2285,veh2036,route29824,Car2
2285,veh3282,route121216,Car2
2286,veh14000,route97159,Bus
2287,veh2106,route41077,Car2
2287,veh2464,route67776,Car2
2287,veh2752,route101810,Car1
2287,veh2824,route105480,Car1
2287,veh3032,route112691,Car1
2287,veh3359,route143745,Car2
2287,veh3771,route191498,Car3
2290,veh2037,route31502,Car2
2290,veh3283,route131415,Car1
2291,veh3033,route109382,Car2
2291,veh13997,route80767,Bus
2294,veh2038,route34533,Car2
2294,veh2540,route77607,Car2
2294,veh3034,route111362,Car1
2294,veh3284,route116826,Car1
2294,veh3845,route195007,Car2
2295,veh2039,route29817,Car1
2295,veh2825,route108060,Car3
2295,veh3035,route110068,Car3
2295,veh3426,route159753,Car1
2295,veh3875,route197040,Car2
2295,veh3916,route202947,Car1
2295,veh14005,route29646,Bus
2297,veh14004,route54179,Bus
2298,veh3036,route109139,Car2
2300,veh3917,route202180,Car1
2302,veh2137,route47553,Car1
2302,veh2200,route53889,Car2
2302,veh2349,route62967,Car2
2302,veh2465,route70148,Car3
2302,veh2581,route85364,Car2
2302,veh2636,route96982,Car2
2302,veh2753,route102232,Car1
2302,veh2795,route103092,Car2
2302,veh3037,route112674,Car1
2302,veh3285,route129374,Car2
2302,veh3461,route168979,Car2
2302,veh3492,route174659,Car2
2302,veh3566,route185586,Car2
2302,veh3598,route187497,Car2
2302,veh3656,route189051,Car2
2302,veh3772,route191473,Car3
2305,veh3918,route201041,Car2
2306,veh3038,route110158,Car1
2306,veh14001,route97259,Bus
2309,veh2040,route35326,Car2
2309,veh2826,route107752,Car1
2309,veh3039,route110562,Car2
2309,veh3427,route156018,Car3
2309,veh3876,route199621,Car1
2309,veh3919,route200427,Car2
2310,veh1980,route21724,Car2
2310,veh2041,route37835,Car2
2310,veh2254,route56521,Car2
2310,veh2421,route66490,Car2
2310,veh2827,route105905,Car1
2310,veh3040,route110323,Car2
2311,veh13998,route89083,Bus
2312,veh3041,route109358,Car1
2312,veh14003,route96154,Bus
2312,veh14006,route74664,Bus
2315,veh3042,route111573,Car2
2317,veh2201,route54563,Car2
2317,veh2422,route67475,Car2
2317,veh2466,route70114,Car2
2317,veh2541,route77856,Car2
2317,veh2754,route101544,Car3
2317,veh3043,route109797,Car2
2317,veh3540,route181524,Car3
2317,veh3599,route186901,Car2
2317,veh3773,route192177,Car2
2320,veh3044,route109624,Car2
2322,veh3045,route109371,Car1
2324,veh1981,route27063,Car2
2324,veh2042,route29036,Car1
2324,veh2255,route57246,Car2
2324,veh2423,route66947,Car2
2324,veh2828,route105100,Car2
2324,veh3046,route110758,Car1
2325,veh2755,route101528,Car2
2325,veh3047,route112428,Car2
2325,veh3286,route130556,Car1
2325,veh3729,route189360,Car2
2327,veh3048,route110247,Car2
2329,veh3049,route110498,Car2
2331,veh3050,route109394,Car2
2331,veh13999,route79545,Bus
2332,veh1982,route19768,Car1
2332,veh2043,route30092,Car2
2332,veh2202,route55151,Car2
2332,veh2256,route57894,Car2
2332,veh2424,route66995,Car2
2332,veh2467,route68269,Car2
2332,veh2542,route77621,Car1
2332,veh2695,route99300,Car2
2332,veh2829,route105975,Car2
2332,veh3360,route139759,Car2
2332,veh3462,route161535,Car2
2332,veh3657,route188517,Car2
2332,veh3730,route189168,Car2
2332,veh3813,route192491,Car3
2333,veh3051,route112076,Car2
2335,veh3052,route110108,Car2
2337,veh3053,route109860,Car2
2339,veh2756,route101873,Car2
2339,veh3054,route112293,Car2
2339,veh3287,route121040,Car2
2339,veh3731,route189730,Car3
2340,veh2107,route42351,Car3
2340,veh3055,route111578,Car1
2340,veh3288,route132734,Car2
2340,veh3567,route184045,Car1
2341,veh3056,route111337,Car1
2342,veh14017,route204112,Bus
2343,veh3057,route110124,Car2
2344,veh14012,route102000,Bus
2345,veh3058,route112744,Car3
2347,veh1954,route5846,Car3
2347,veh2044,route30336,Car1
2347,veh2203,route55867,Car1
2347,veh2350,route62107,Car2
2347,veh2468,route67663,Car1
2347,veh2637,route96874,Car1
2347,veh2696,route98781,Car2
2347,veh2757,route101777,Car1
2347,veh2830,route106319,Car2
2347,veh3059,route109595,Car2
2347,veh3361,route142873,Car3
2347,veh3428,route151932,Car1
2347,veh3463,route161903,Car2
2347,veh3521,route179086,Car2
2347,veh3541,route183331,Car2
2347,veh3600,route187508,Car1
2347,veh3814,route192655,Car1
2347,veh3920,route203458,Car2
2349,veh3060,route111026,Car2
2351,veh3061,route109955,Car2
2351,veh14007,route80767,Bus
2353,veh3062,route112117,Car1
2354,veh2108,route41806,Car2
2354,veh3063,route110740,Car1
2354,veh3289,route123332,Car1
2354,veh3568,route183444,Car3
2355,veh2543,route78371,Car2
2355,veh2831,route105189,Car3
2355,veh3064,route111875,Car1
2355,veh3290,route115711,Car1
2358,veh3065,route112381,Car2
2361,veh3066,route109226,Car2
2362,veh2138,route46763,Car2
2362,veh2257,route56468,Car2
2362,veh2351,route62883,Car2
2362,veh2425,route66090,Car2
2362,veh2638,route97101,Car1
2362,veh2697,route100745,Car2
2362,veh2758,route101348,Car1
2362,veh3362,route135731,Car3
2362,veh3569,route184547,Car2
2362,veh3658,route188106,Car2
2362,veh3732,route190464,Car2
2362,veh3846,route195807,Car1
2362,veh14011,route105453,Bus
2364,veh3067,route110550,Car2
2364,veh14013,route102185,Bus
2367,veh3068,route112866,Car1
2369,veh2544,route74804,Car2
2369,veh2832,route106368,Car1
2369,veh3069,route110636,Car2
2369,veh3291,route129175,Car2
2370,veh2258,route57869,Car2
2370,veh2582,route80079,Car2
2370,veh2833,route105882,Car2
2370,veh3070,route112818,Car2
2370,veh3570,route184358,Car2
2370,veh3877,route198699,Car2
2370,veh14010,route103257,Bus
2371,veh14008,route89083,Bus
2373,veh3071,route109304,Car3
2377,veh1955,route2410,Car2
2377,veh2045,route30598,Car2
2377,veh2139,route48102,Car2
2377,veh2259,route56822,Car1
2377,veh2352,route62182,Car2
2377,veh2759,route101774,Car2
2377,veh2834,route105940,Car1
2377,veh3072,route109950,Car1
2377,veh3733,route189715,Car1
2377,veh3774,route191456,Car2
2377,veh3815,route193539,Car2
2381,veh3073,route109551,Car2
2384,veh2260,route57206,Car2
2384,veh2583,route81645,Car1
2384,veh2835,route104335,Car2
2384,veh3074,route111815,Car3
2384,veh3571,route183874,Car2
2384,veh3878,route200177,Car2
2385,veh2046,route32297,Car1
2385,veh2836,route106674,Car2
2385,veh3075,route110267,Car2
2385,veh14016,route149011,Bus
2386,veh3076,route109164,Car2
2386,veh14009,route97276,Bus
2387,veh14015,route183687,Bus
2388,veh3077,route110845,Car1
2390,veh3078,route109898,Car2
2392,veh1983,route27749,Car1
2392,veh2047,route32830,Car3
2392,veh2109,route42610,Car2
2392,veh2261,route57817,Car2
2392,veh2353,route61492,Car1
2392,veh2545,route79316,Car2
2392,veh2584,route85411,Car2
2392,veh2639,route96594,Car2
2392,veh2698,route100859,Car2
2392,veh3079,route112470,Car1
2392,veh3292,route115167,Car2
2392,veh3363,route143394,Car2
2392,veh3429,route158246,Car2
2392,veh3493,route170628,Car3
2392,veh3542,route181448,Car1
2392,veh3572,route183778,Car1
2392,veh3659,route187625,Car2
2392,veh3775,route191823,Car1
2392,veh3879,route197976,Car3
2394,veh3080,route110015,Car2
2394,veh14014,route102137,Bus
2396,veh3081,route109345,Car1
2398,veh3082,route110213,Car1
2399,veh2048,route29780,Car2
2399,veh2837,route108047,Car1
2399,veh3083,route110474,Car2
2400,veh3084,route111396,Car3
2402,veh14023,route96063,Bus
2403,veh3085,route112363,Car2
2406,veh14020,route97159,Bus
2407,veh2171,route50514,Car2
2407,veh2262,route57463,Car2
2407,veh2491,route73856,Car1
2407,veh2546,route75711,Car2
2407,veh2699,route97777,Car2
2407,veh2838,route107912,Car2
2407,veh3086,route110917,Car2
2407,veh3364,route147699,Car2
2407,veh3430,route155014,Car2
2407,veh3660,route188252,Car2
2411,veh3087,route110449,Car2
2411,veh14018,route80767,Bus
2414,veh3088,route112962,Car3
2415,veh1984,route20487,Car2
2415,veh2204,route54380,Car2
2415,veh2316,route60947,Car1
2415,veh2547,route74939,Car2
2415,veh2700,route100183,Car1
2415,veh3089,route109379,Car2
2415,veh3365,route138247,Car2
2415,veh14026,route29646,Bus
2417,veh3090,route110940,Car3
2417,veh14025,route54179,Bus
2420,veh3091,route110801,Car3
2422,veh2585,route95793,Car2
2422,veh2640,route96984,Car2
2422,veh2760,route101914,Car3
2422,veh2796,route103428,Car2
2422,veh2839,route106409,Car2
2422,veh3092,route112589,Car2
2422,veh3293,route133282,Car1
2422,veh3431,route153198,Car2
2422,veh3661,route188004,Car2
2422,veh3734,route189275,Car1
2422,veh3847,route196080,Car2
2422,veh3921,route203780,Car2
2425,veh3093,route112077,Car2
2426,veh14021,route97259,Bus
2427,veh3094,route110302,Car2
2429,veh1985,route22958,Car3
2429,veh2205,route55709,Car2
2429,veh2317,route60564,Car2
2429,veh2548,route76217,Car2
2429,veh2701,route97311,Car3
2429,veh3095,route109415,Car1
2429,veh3366,route139952,Car2
2430,veh2641,route97046,Car2
2430,veh2840,route104762,Car1
2430,veh3096,route111266,Car1
2430,veh3294,route116787,Car1
2430,veh3573,route184139,Car2
2430,veh3662,route188569,Car2
2432,veh14024,route96154,Bus
2432,veh14027,route74664,Bus
2435,veh3097,route109815,Car3
2437,veh1956,route11760,Car2
2437,veh1986,route17104,Car2
2437,veh2049,route37665,Car1
2437,veh2140,route49324,Car2
2437,veh2263,route57408,Car2
2437,veh2318,route61082,Car2
2437,veh2492,route74001,Car1
2437,veh2549,route78961,Car2
2437,veh2761,route101359,Car3
2437,veh3295,route113370,Car3
2437,veh3367,route146185,Car3
2437,veh3735,route189276,Car2
2437,veh3922,route204078,Car1
2440,veh3098,route112879,Car2
2444,veh2642,route96390,Car1
2444,veh2841,route107563,Car1
2444,veh3099,route109553,Car1
2444,veh3296,route113990,Car2
2444,veh3574,route184587,Car1
2444,veh3663,route188478,Car2
2445,veh2172,route52124,Car1
2445,veh2762,route102130,Car2
2445,veh3100,route109718,Car1
2445,veh3432,route154041,Car2
2445,veh3880,route197136,Car2
2446,veh3101,route111361,Car1
2448,veh3102,route112468,Car1
2450,veh3103,route110133,Car2
2451,veh14019,route79545,Bus
2452,veh1987,route16656,Car2
2452,veh2050,route33473,Car2
2452,veh2206,route54013,Car1
2452,veh2354,route62295,Car1
2452,veh2643,route96582,Car2
2452,veh2702,route100675,Car2
2452,veh3104,route110480,Car1
2452,veh3297,route127732,Car2
2452,veh3368,route143285,Car1
2452,veh3522,route177136,Car2
2452,veh3543,route181309,Car3
2452,veh3664,route187797,Car2
2452,veh3816,route192801,Car2
2452,veh14022,route108933,Bus
2454,veh3105,route109914,Car2
2456,veh3106,route111710,Car1
2458,veh3107,route111564,Car2
2459,veh2173,route50680,Car3
2459,veh2763,route101427,Car2
2459,veh3108,route111394,Car2
2459,veh3433,route152214,Car1
2459,veh3881,route199329,Car2
2460,veh2051,route36827,Car2
2460,veh2174,route52136,Car1
2460,veh2264,route56805,Car2
2460,veh2426,route66149,Car1
2460,veh2550,route77214,Car2
2460,veh2586,route82380,Car2
2460,veh3109,route110351,Car2
2460,veh3298,route130352,Car2
2460,veh3665,route188606,Car2
2462,veh14040,route204112,Bus
2464,veh14034,route102000,Bus
2465,veh3110,route112982,Car2
2466,veh14029,route97159,Bus
2467,veh2355,route62368,Car1
2467,veh2644,route96958,Car2
2467,veh2764,route101491,Car1
2467,veh2842,route105480,Car2
2467,veh3369,route141031,Car1
2467,veh3494,route172938,Car2
2467,veh3544,route181078,Car2
2467,veh3601,route186064,Car2
2467,veh3666,route188272,Car2
2467,veh3882,route198322,Car2
2470,veh3111,route112298,Car3
2472,veh14037,route113095,Bus
2474,veh2052,route33909,Car2
2474,veh2175,route51986,Car2
2474,veh2265,route56666,Car2
2474,veh2427,route65378,Car2
2474,veh2551,route74886,Car2
2474,veh2587,route86992,Car3
2474,veh3112,route112943,Car2
2474,veh3299,route127258,Car1
2474,veh3667,route188443,Car1
2475,veh2266,route56545,Car2
2475,veh2319,route60261,Car2
2475,veh2645,route96171,Car2
2475,veh2843,route106121,Car2
2475,veh3113,route112837,Car2
2475,veh3434,route151817,Car1
2475,veh3668,route188246,Car1
2475,veh3883,route200094,Car3
2482,veh2320,route60313,Car3
2482,veh2356,route62615,Car2
2482,veh2428,route65908,Car2
2482,veh2493,route73166,Car1
2482,veh2552,route77339,Car1
2482,veh2588,route80228,Car2
2482,veh3300,route119078,Car2
2482,veh3370,route137384,Car2
2482,veh3435,route152203,Car2
2482,veh3464,route160984,Car3
2482,veh3495,route174999,Car2
2482,veh3736,route190373,Car1
2482,veh3817,route194156,Car2
2482,veh3923,route201567,Car2
2482,veh14033,route105453,Bus
2484,veh14035,route102185,Bus
2486,veh14030,route97259,Bus
2489,veh2267,route57111,Car1
2489,veh2321,route60227,Car3
2489,veh2646,route96516,Car3
2489,veh2844,route105031,Car2
2489,veh3114,route109534,Car2
2489,veh3436,route150258,Car2
2489,veh3669,route188875,Car2
2489,veh3884,route197526,Car2
2490,veh1988,route26997,Car2
2490,veh2053,route29643,Car2
2490,veh2494,route72758,Car2
2490,veh2765,route101468,Car2
2490,veh2845,route104208,Car1
2490,veh3115,route109398,Car2
2490,veh3301,route131257,Car3
2490,veh3437,route157270,Car1
2490,veh3545,route180921,Car1
2490,veh3670,route188810,Car2
2490,veh3776,route191220,Car1
2490,veh14032,route103257,Bus
2491,veh14028,route89083,Bus
2495,veh2495,route72985,Car1
2495,veh3116,route111610,Car2
2495,veh3302,route128885,Car2
2497,veh2054,route32622,Car1
2497,veh2357,route62463,Car2
2497,veh2383,route64792,Car2
2497,veh2429,route66431,Car1
2497,veh3523,route178637,Car3
2497,veh3546,route183116,Car1
2497,veh3818,route194050,Car2
2497,veh3848,route196997,Car1
2500,veh2496,route72767,Car2
2500,veh3117,route110190,Car2
2500,veh3303,route113465,Car2
2504,veh1989,route19828,Car2
2504,veh2055,route35233,Car2
2504,veh2497,route72280,Car2
2504,veh2766,route101861,Car1
2504,veh2846,route105979,Car1
2504,veh3118,route112387,Car2
2504,veh3304,route120790,Car1
2504,veh3438,route153098,Car2
2504,veh3547,route181581,Car2
2504,veh3671,route189133,Car2
2504,veh3777,route192240,Car2
2505,veh1990,route26202,Car2
2505,veh2291,route59181,Car2
2505,veh2498,route73174,Car2
2505,veh2647,route96831,Car1
2505,veh2847,route106895,Car2
2505,veh3119,route109213,Car1
2505,veh3672,route187806,Car3
2505,veh14039,route149011,Bus
2506,veh3120,route111948,Car3
2506,veh14031,route97276,Bus
2507,veh14038,route183687,Bus
2508,veh3121,route111865,Car2
2509,veh3122,route112657,Car1
2511,veh3123,route112606,Car2
2512,veh2056,route29966,Car1
2512,veh2176,route51798,Car3
2512,veh2268,route56506,Car1
2512,veh2358,route61916,Car3
2512,veh2384,route64124,Car2
2512,veh2430,route66986,Car2
2512,veh2553,route75270,Car3
2512,veh2703,route97560,Car2
2512,veh2848,route105991,Car2
2512,veh3124,route111044,Car1
2512,veh3305,route117489,Car2
2512,veh3371,route140855,Car2
2512,veh3496,route175458,Car1
2512,veh3524,route175714,Car2
2512,veh3778,route190938,Car2
2512,veh3924,route202674,Car2
2514,veh3125,route109575,Car2
2514,veh14036,route102137,Bus
2515,veh3126,route111540,Car2
2517,veh3127,route110802,Car2
